Jahr;Monat;Branche_Label;Preisart;Umsatz;Typ
2017;1;Ferienunterkünfte;REAL;555;Beherbergung
2017;2;Ferienunterkünfte;REAL;601;Beherbergung
2017;3;Ferienunterkünfte;REAL;723;Beherbergung
2017;4;Ferienunterkünfte;REAL;918;Beherbergung
2017;5;Ferienunterkünfte;REAL;1045;Beherbergung
2017;6;Ferienunterkünfte;REAL;1193;Beherbergung
2017;7;Ferienunterkünfte;REAL;1389;Beherbergung
2017;8;Ferienunterkünfte;REAL;139;Beherbergung
2017;9;Ferienunterkünfte;REAL;1156;Beherbergung
2017;10;Ferienunterkünfte;REAL;1032;Beherbergung
2017;11;Ferienunterkünfte;REAL;621;Beherbergung
2017;12;Ferienunterkünfte;REAL;638;Beherbergung
2017;1;Campingplätze;REAL;1153;Beherbergung
2017;2;Campingplätze;REAL;532;Beherbergung
2017;3;Campingplätze;REAL;771;Beherbergung
2017;4;Campingplätze;REAL;1412;Beherbergung
2017;5;Campingplätze;REAL;1088;Beherbergung
2017;6;Campingplätze;REAL;1491;Beherbergung
2017;7;Campingplätze;REAL;1863;Beherbergung
2017;8;Campingplätze;REAL;1915;Beherbergung
2017;9;Campingplätze;REAL;1079;Beherbergung
2017;10;Campingplätze;REAL;759;Beherbergung
2017;11;Campingplätze;REAL;365;Beherbergung
2017;12;Campingplätze;REAL;594;Beherbergung
2017;1;Restaurant /Cafe;REAL;831;Gastronomie
2017;2;Restaurant /Cafe;REAL;835;Gastronomie
2017;3;Restaurant /Cafe;REAL;97;Gastronomie
2017;4;Restaurant /Cafe;REAL;1029;Gastronomie
2017;5;Restaurant /Cafe;REAL;1079;Gastronomie
2017;6;Restaurant /Cafe;REAL;1098;Gastronomie
2017;7;Restaurant /Cafe;REAL;1155;Gastronomie
2017;8;Restaurant /Cafe;REAL;1117;Gastronomie
2017;9;Restaurant /Cafe;REAL;1083;Gastronomie
2017;10;Restaurant /Cafe;REAL;1068;Gastronomie
2017;11;Restaurant /Cafe;REAL;94;Gastronomie
2017;12;Restaurant /Cafe;REAL;1099;Gastronomie
2017;1;Caterer;REAL;932;Gastronomie
2017;2;Caterer;REAL;939;Gastronomie
2017;3;Caterer;REAL;1049;Gastronomie
2017;4;Caterer;REAL;936;Gastronomie
2017;5;Caterer;REAL;1052;Gastronomie
2017;6;Caterer;REAL;1046;Gastronomie
2017;7;Caterer;REAL;1006;Gastronomie
2017;8;Caterer;REAL;981;Gastronomie
2017;9;Caterer;REAL;112;Gastronomie
2017;10;Caterer;REAL;1028;Gastronomie
2017;11;Caterer;REAL;1073;Gastronomie
2017;12;Caterer;REAL;1101;Gastronomie
2017;1;Bars;REAL;792;Gastronomie
2017;2;Bars;REAL;84;Gastronomie
2017;3;Bars;REAL;911;Gastronomie
2017;4;Bars;REAL;979;Gastronomie
2017;5;Bars;REAL;995;Gastronomie
2017;6;Bars;REAL;1011;Gastronomie
2017;7;Bars;REAL;1055;Gastronomie
2017;8;Bars;REAL;1015;Gastronomie
2017;9;Bars;REAL;106;Gastronomie
2017;10;Bars;REAL;1053;Gastronomie
2017;11;Bars;REAL;893;Gastronomie
2017;12;Bars;REAL;1128;Gastronomie
2018;1;Hotels;REAL;811;Beherbergung
2018;2;Hotels;REAL;831;Beherbergung
2018;3;Hotels;REAL;954;Beherbergung
2018;4;Hotels;REAL;1033;Beherbergung
2018;5;Hotels;REAL;1088;Beherbergung
2018;6;Hotels;REAL;1153;Beherbergung
2018;7;Hotels;REAL;1137;Beherbergung
2018;8;Hotels;REAL;1134;Beherbergung
2018;9;Hotels;REAL;1277;Beherbergung
2018;10;Hotels;REAL;1172;Beherbergung
2018;11;Hotels;REAL;1005;Beherbergung
2018;12;Hotels;REAL;99;Beherbergung
2018;1;Ferienunterkünfte;REAL;594;Beherbergung
2018;2;Ferienunterkünfte;REAL;664;Beherbergung
2018;3;Ferienunterkünfte;REAL;796;Beherbergung
2018;4;Ferienunterkünfte;REAL;846;Beherbergung
2018;5;Ferienunterkünfte;REAL;107;Beherbergung
2018;6;Ferienunterkünfte;REAL;113;Beherbergung
2018;7;Ferienunterkünfte;REAL;1319;Beherbergung
2018;8;Ferienunterkünfte;REAL;1299;Beherbergung
2018;9;Ferienunterkünfte;REAL;1217;Beherbergung
2018;10;Ferienunterkünfte;REAL;1046;Beherbergung
2018;11;Ferienunterkünfte;REAL;664;Beherbergung
2018;12;Ferienunterkünfte;REAL;653;Beherbergung
2018;1;Campingplätze;REAL;132;Beherbergung
2018;2;Campingplätze;REAL;536;Beherbergung
2018;3;Campingplätze;REAL;901;Beherbergung
2018;4;Campingplätze;REAL;1213;Beherbergung
2018;5;Campingplätze;REAL;1356;Beherbergung
2018;6;Campingplätze;REAL;135;Beherbergung
2018;7;Campingplätze;REAL;1952;Beherbergung
2018;8;Campingplätze;REAL;1939;Beherbergung
2018;9;Campingplätze;REAL;1226;Beherbergung
2018;10;Campingplätze;REAL;873;Beherbergung
2018;11;Campingplätze;REAL;414;Beherbergung
2018;12;Campingplätze;REAL;567;Beherbergung
2018;1;Restaurant /Cafe;REAL;875;Gastronomie
2018;2;Restaurant /Cafe;REAL;84;Gastronomie
2018;3;Restaurant /Cafe;REAL;971;Gastronomie
2018;4;Restaurant /Cafe;REAL;1045;Gastronomie
2018;5;Restaurant /Cafe;REAL;1113;Gastronomie
2018;6;Restaurant /Cafe;REAL;1083;Gastronomie
2018;7;Restaurant /Cafe;REAL;1152;Gastronomie
2018;8;Restaurant /Cafe;REAL;1135;Gastronomie
2018;9;Restaurant /Cafe;REAL;1097;Gastronomie
2018;10;Restaurant /Cafe;REAL;1066;Gastronomie
2018;11;Restaurant /Cafe;REAL;991;Gastronomie
2018;12;Restaurant /Cafe;REAL;1126;Gastronomie
2018;1;Caterer;REAL;923;Gastronomie
2018;2;Caterer;REAL;926;Gastronomie
2018;3;Caterer;REAL;993;Gastronomie
2018;4;Caterer;REAL;985;Gastronomie
2018;5;Caterer;REAL;999;Gastronomie
2018;6;Caterer;REAL;1109;Gastronomie
2018;7;Caterer;REAL;1036;Gastronomie
2018;8;Caterer;REAL;1013;Gastronomie
2018;9;Caterer;REAL;1107;Gastronomie
2018;10;Caterer;REAL;108;Gastronomie
2018;11;Caterer;REAL;1103;Gastronomie
2018;12;Caterer;REAL;1125;Gastronomie
2018;1;Bars;REAL;796;Gastronomie
2018;2;Bars;REAL;811;Gastronomie
2018;3;Bars;REAL;908;Gastronomie
2018;4;Bars;REAL;954;Gastronomie
2018;5;Bars;REAL;100;Gastronomie
2018;6;Bars;REAL;102;Gastronomie
2018;7;Bars;REAL;988;Gastronomie
2018;8;Bars;REAL;1052;Gastronomie
2018;9;Bars;REAL;1063;Gastronomie
2018;10;Bars;REAL;1029;Gastronomie
2018;11;Bars;REAL;933;Gastronomie
2018;12;Bars;REAL;1124;Gastronomie
2019;1;Hotels;REAL;829;Beherbergung
2019;2;Hotels;REAL;85;Beherbergung
2019;3;Hotels;REAL;1005;Beherbergung
2019;4;Hotels;REAL;1007;Beherbergung
2019;5;Hotels;REAL;113;Beherbergung
2019;6;Hotels;REAL;1147;Beherbergung
2019;7;Hotels;REAL;1118;Beherbergung
2019;8;Hotels;REAL;112;Beherbergung
2019;9;Hotels;REAL;1234;Beherbergung
2019;10;Hotels;REAL;1186;Beherbergung
2019;11;Hotels;REAL;104;Beherbergung
2019;12;Hotels;REAL;998;Beherbergung
2019;1;Ferienunterkünfte;REAL;583;Beherbergung
2019;2;Ferienunterkünfte;REAL;642;Beherbergung
2019;3;Ferienunterkünfte;REAL;726;Beherbergung
2019;4;Ferienunterkünfte;REAL;982;Beherbergung
2019;5;Ferienunterkünfte;REAL;103;Beherbergung
2019;6;Ferienunterkünfte;REAL;1229;Beherbergung
2019;7;Ferienunterkünfte;REAL;1361;Beherbergung
2019;8;Ferienunterkünfte;REAL;1332;Beherbergung
2019;9;Ferienunterkünfte;REAL;1175;Beherbergung
2019;10;Ferienunterkünfte;REAL;1056;Beherbergung
2019;11;Ferienunterkünfte;REAL;633;Beherbergung
2019;12;Ferienunterkünfte;REAL;67;Beherbergung
2019;1;Campingplätze;REAL;1145;Beherbergung
2019;2;Campingplätze;REAL;623;Beherbergung
2019;3;Campingplätze;REAL;1026;Beherbergung
2019;4;Campingplätze;REAL;1367;Beherbergung
2019;5;Campingplätze;REAL;1067;Beherbergung
2019;6;Campingplätze;REAL;1625;Beherbergung
2019;7;Campingplätze;REAL;1902;Beherbergung
2019;8;Campingplätze;REAL;1924;Beherbergung
2019;9;Campingplätze;REAL;1212;Beherbergung
2019;10;Campingplätze;REAL;841;Beherbergung
2019;11;Campingplätze;REAL;465;Beherbergung
2019;12;Campingplätze;REAL;434;Beherbergung
2019;1;Restaurant /Cafe;REAL;868;Gastronomie
2019;2;Restaurant /Cafe;REAL;888;Gastronomie
2019;3;Restaurant /Cafe;REAL;100;Gastronomie
2019;4;Restaurant /Cafe;REAL;1027;Gastronomie
2019;5;Restaurant /Cafe;REAL;1089;Gastronomie
2019;6;Restaurant /Cafe;REAL;1113;Gastronomie
2019;7;Restaurant /Cafe;REAL;1138;Gastronomie
2019;8;Restaurant /Cafe;REAL;1159;Gastronomie
2019;9;Restaurant /Cafe;REAL;1082;Gastronomie
2019;10;Restaurant /Cafe;REAL;1074;Gastronomie
2019;11;Restaurant /Cafe;REAL;1005;Gastronomie
2019;12;Restaurant /Cafe;REAL;1132;Gastronomie
2019;1;Caterer;REAL;963;Gastronomie
2019;2;Caterer;REAL;978;Gastronomie
2019;3;Caterer;REAL;1049;Gastronomie
2019;4;Caterer;REAL;994;Gastronomie
2019;5;Caterer;REAL;1091;Gastronomie
2019;6;Caterer;REAL;1072;Gastronomie
2019;7;Caterer;REAL;1042;Gastronomie
2019;8;Caterer;REAL;1016;Gastronomie
2019;9;Caterer;REAL;1151;Gastronomie
2019;10;Caterer;REAL;1094;Gastronomie
2019;11;Caterer;REAL;1118;Gastronomie
2019;12;Caterer;REAL;1089;Gastronomie
2019;1;Bars;REAL;788;Gastronomie
2019;2;Bars;REAL;822;Gastronomie
2019;3;Bars;REAL;941;Gastronomie
2019;4;Bars;REAL;965;Gastronomie
2019;5;Bars;REAL;993;Gastronomie
2019;6;Bars;REAL;1006;Gastronomie
2019;7;Bars;REAL;101;Gastronomie
2019;8;Bars;REAL;1068;Gastronomie
2019;9;Bars;REAL;102;Gastronomie
2019;10;Bars;REAL;1047;Gastronomie
2019;11;Bars;REAL;978;Gastronomie
2019;12;Bars;REAL;1147;Gastronomie
2020;1;Hotels;REAL;807;Beherbergung
2020;2;Hotels;REAL;866;Beherbergung
2020;3;Hotels;REAL;493;Beherbergung
2020;4;Hotels;REAL;117;Beherbergung
2020;5;Hotels;REAL;216;Beherbergung
2020;6;Hotels;REAL;536;Beherbergung
2020;7;Hotels;REAL;779;Beherbergung
2020;8;Hotels;REAL;88;Beherbergung
2020;9;Hotels;REAL;893;Beherbergung
2020;10;Hotels;REAL;728;Beherbergung
2020;11;Hotels;REAL;189;Beherbergung
2020;12;Hotels;REAL;166;Beherbergung
2020;1;Ferienunterkünfte;REAL;552;Beherbergung
2020;2;Ferienunterkünfte;REAL;668;Beherbergung
2020;3;Ferienunterkünfte;REAL;414;Beherbergung
2020;4;Ferienunterkünfte;REAL;154;Beherbergung
2020;5;Ferienunterkünfte;REAL;328;Beherbergung
2020;6;Ferienunterkünfte;REAL;717;Beherbergung
2020;7;Ferienunterkünfte;REAL;1105;Beherbergung
2020;8;Ferienunterkünfte;REAL;1225;Beherbergung
2020;9;Ferienunterkünfte;REAL;984;Beherbergung
2020;10;Ferienunterkünfte;REAL;835;Beherbergung
2020;11;Ferienunterkünfte;REAL;197;Beherbergung
2020;12;Ferienunterkünfte;REAL;176;Beherbergung
2020;1;Campingplätze;REAL;1128;Beherbergung
2020;2;Campingplätze;REAL;651;Beherbergung
2020;3;Campingplätze;REAL;681;Beherbergung
2020;4;Campingplätze;REAL;804;Beherbergung
2020;5;Campingplätze;REAL;796;Beherbergung
2020;6;Campingplätze;REAL;1533;Beherbergung
2020;7;Campingplätze;REAL;1924;Beherbergung
2020;8;Campingplätze;REAL;2126;Beherbergung
2020;9;Campingplätze;REAL;148;Beherbergung
2020;10;Campingplätze;REAL;1002;Beherbergung
2020;11;Campingplätze;REAL;345;Beherbergung
2020;12;Campingplätze;REAL;338;Beherbergung
2020;1;Restaurant /Cafe;REAL;899;Gastronomie
2020;2;Restaurant /Cafe;REAL;894;Gastronomie
2020;3;Restaurant /Cafe;REAL;539;Gastronomie
2020;4;Restaurant /Cafe;REAL;296;Gastronomie
2020;5;Restaurant /Cafe;REAL;517;Gastronomie
2020;6;Restaurant /Cafe;REAL;772;Gastronomie
2020;7;Restaurant /Cafe;REAL;959;Gastronomie
2020;8;Restaurant /Cafe;REAL;981;Gastronomie
2020;9;Restaurant /Cafe;REAL;932;Gastronomie
2020;10;Restaurant /Cafe;REAL;835;Gastronomie
2020;11;Restaurant /Cafe;REAL;362;Gastronomie
2020;12;Restaurant /Cafe;REAL;344;Gastronomie
2020;1;Caterer;REAL;94;Gastronomie
2020;2;Caterer;REAL;955;Gastronomie
2020;3;Caterer;REAL;751;Gastronomie
2020;4;Caterer;REAL;47;Gastronomie
2020;5;Caterer;REAL;511;Gastronomie
2020;6;Caterer;REAL;594;Gastronomie
2020;7;Caterer;REAL;636;Gastronomie
2020;8;Caterer;REAL;679;Gastronomie
2020;9;Caterer;REAL;798;Gastronomie
2020;10;Caterer;REAL;735;Gastronomie
2020;11;Caterer;REAL;657;Gastronomie
2020;12;Caterer;REAL;631;Gastronomie
2020;1;Bars;REAL;841;Gastronomie
2020;2;Bars;REAL;864;Gastronomie
2020;3;Bars;REAL;441;Gastronomie
2020;4;Bars;REAL;152;Gastronomie
2020;5;Bars;REAL;284;Gastronomie
2020;6;Bars;REAL;498;Gastronomie
2020;7;Bars;REAL;609;Gastronomie
2020;8;Bars;REAL;635;Gastronomie
2020;9;Bars;REAL;609;Gastronomie
2020;10;Bars;REAL;522;Gastronomie
2020;11;Bars;REAL;161;Gastronomie
2020;12;Bars;REAL;14;Gastronomie
2021;1;Hotels;REAL;126;Beherbergung
2021;2;Hotels;REAL;138;Beherbergung
2021;3;Hotels;REAL;187;Beherbergung
2021;4;Hotels;REAL;176;Beherbergung
2021;5;Hotels;REAL;262;Beherbergung
2021;6;Hotels;REAL;613;Beherbergung
2021;7;Hotels;REAL;83;Beherbergung
2021;8;Hotels;REAL;963;Beherbergung
2021;9;Hotels;REAL;1051;Beherbergung
2021;10;Hotels;REAL;1026;Beherbergung
2021;11;Hotels;REAL;83;Beherbergung
2021;12;Hotels;REAL;559;Beherbergung
2021;1;Ferienunterkünfte;REAL;149;Beherbergung
2021;2;Ferienunterkünfte;REAL;125;Beherbergung
2021;3;Ferienunterkünfte;REAL;134;Beherbergung
2021;4;Ferienunterkünfte;REAL;152;Beherbergung
2021;5;Ferienunterkünfte;REAL;322;Beherbergung
2021;6;Ferienunterkünfte;REAL;747;Beherbergung
2021;7;Ferienunterkünfte;REAL;1322;Beherbergung
2021;8;Ferienunterkünfte;REAL;1567;Beherbergung
2021;9;Ferienunterkünfte;REAL;1167;Beherbergung
2021;10;Ferienunterkünfte;REAL;1242;Beherbergung
2021;11;Ferienunterkünfte;REAL;658;Beherbergung
2021;12;Ferienunterkünfte;REAL;461;Beherbergung
2021;1;Campingplätze;REAL;1066;Beherbergung
2021;2;Campingplätze;REAL;452;Beherbergung
2021;3;Campingplätze;REAL;699;Beherbergung
2021;4;Campingplätze;REAL;603;Beherbergung
2021;5;Campingplätze;REAL;792;Beherbergung
2021;6;Campingplätze;REAL;1477;Beherbergung
2021;7;Campingplätze;REAL;2013;Beherbergung
2021;8;Campingplätze;REAL;2067;Beherbergung
2021;9;Campingplätze;REAL;1496;Beherbergung
2021;10;Campingplätze;REAL;1022;Beherbergung
2021;11;Campingplätze;REAL;54;Beherbergung
2021;12;Campingplätze;REAL;489;Beherbergung
2021;1;Restaurant /Cafe;REAL;361;Gastronomie
2021;2;Restaurant /Cafe;REAL;349;Gastronomie
2021;3;Restaurant /Cafe;REAL;422;Gastronomie
2021;4;Restaurant /Cafe;REAL;405;Gastronomie
2021;5;Restaurant /Cafe;REAL;526;Gastronomie
2021;6;Restaurant /Cafe;REAL;79;Gastronomie
2021;7;Restaurant /Cafe;REAL;962;Gastronomie
2021;8;Restaurant /Cafe;REAL;969;Gastronomie
2021;9;Restaurant /Cafe;REAL;912;Gastronomie
2021;10;Restaurant /Cafe;REAL;925;Gastronomie
2021;11;Restaurant /Cafe;REAL;73;Gastronomie
2021;12;Restaurant /Cafe;REAL;713;Gastronomie
2021;1;Caterer;REAL;527;Gastronomie
2021;2;Caterer;REAL;542;Gastronomie
2021;3;Caterer;REAL;622;Gastronomie
2021;4;Caterer;REAL;582;Gastronomie
2021;5;Caterer;REAL;629;Gastronomie
2021;6;Caterer;REAL;702;Gastronomie
2021;7;Caterer;REAL;709;Gastronomie
2021;8;Caterer;REAL;715;Gastronomie
2021;9;Caterer;REAL;844;Gastronomie
2021;10;Caterer;REAL;822;Gastronomie
2021;11;Caterer;REAL;835;Gastronomie
2021;12;Caterer;REAL;75;Gastronomie
2021;1;Bars;REAL;122;Gastronomie
2021;2;Bars;REAL;127;Gastronomie
2021;3;Bars;REAL;152;Gastronomie
2021;4;Bars;REAL;151;Gastronomie
2021;5;Bars;REAL;225;Gastronomie
2021;6;Bars;REAL;521;Gastronomie
2021;7;Bars;REAL;655;Gastronomie
2021;8;Bars;REAL;654;Gastronomie
2021;9;Bars;REAL;656;Gastronomie
2021;10;Bars;REAL;70;Gastronomie
2021;11;Bars;REAL;531;Gastronomie
2021;12;Bars;REAL;449;Gastronomie
2022;1;Hotels;REAL;463;Beherbergung
2022;2;Hotels;REAL;529;Beherbergung
2022;3;Hotels;REAL;701;Beherbergung
2022;4;Hotels;REAL;861;Beherbergung
2022;5;Hotels;REAL;1112;Beherbergung
2022;6;Hotels;REAL;1157;Beherbergung
2022;7;Hotels;REAL;1115;Beherbergung
2022;8;Hotels;REAL;1112;Beherbergung
2022;9;Hotels;REAL;1278;Beherbergung
2022;10;Hotels;REAL;0;Beherbergung
2022;11;Hotels;REAL;0;Beherbergung
2022;12;Hotels;REAL;0;Beherbergung
2022;1;Ferienunterkünfte;REAL;446;Beherbergung
2022;2;Ferienunterkünfte;REAL;501;Beherbergung
2022;3;Ferienunterkünfte;REAL;611;Beherbergung
2022;4;Ferienunterkünfte;REAL;1093;Beherbergung
2022;5;Ferienunterkünfte;REAL;1232;Beherbergung
2022;6;Ferienunterkünfte;REAL;1331;Beherbergung
2022;7;Ferienunterkünfte;REAL;1497;Beherbergung
2022;8;Ferienunterkünfte;REAL;1572;Beherbergung
2022;9;Ferienunterkünfte;REAL;1325;Beherbergung
2022;10;Ferienunterkünfte;REAL;0;Beherbergung
2022;11;Ferienunterkünfte;REAL;0;Beherbergung
2022;12;Ferienunterkünfte;REAL;0;Beherbergung
2022;1;Campingplätze;REAL;1201;Beherbergung
2022;2;Campingplätze;REAL;576;Beherbergung
2022;3;Campingplätze;REAL;911;Beherbergung
2022;4;Campingplätze;REAL;1216;Beherbergung
2022;5;Campingplätze;REAL;1249;Beherbergung
2022;6;Campingplätze;REAL;1614;Beherbergung
2022;7;Campingplätze;REAL;2065;Beherbergung
2022;8;Campingplätze;REAL;193;Beherbergung
2022;9;Campingplätze;REAL;1338;Beherbergung
2022;10;Campingplätze;REAL;0;Beherbergung
2022;11;Campingplätze;REAL;0;Beherbergung
2022;12;Campingplätze;REAL;0;Beherbergung
2022;1;Restaurant /Cafe;REAL;768;Gastronomie
2022;2;Restaurant /Cafe;REAL;784;Gastronomie
2022;3;Restaurant /Cafe;REAL;887;Gastronomie
2022;4;Restaurant /Cafe;REAL;956;Gastronomie
2022;5;Restaurant /Cafe;REAL;1096;Gastronomie
2022;6;Restaurant /Cafe;REAL;1075;Gastronomie
2022;7;Restaurant /Cafe;REAL;1126;Gastronomie
2022;8;Restaurant /Cafe;REAL;1095;Gastronomie
2022;9;Restaurant /Cafe;REAL;1014;Gastronomie
2022;10;Restaurant /Cafe;REAL;0;Gastronomie
2022;11;Restaurant /Cafe;REAL;0;Gastronomie
2022;12;Restaurant /Cafe;REAL;0;Gastronomie
2022;1;Caterer;REAL;805;Gastronomie
2022;2;Caterer;REAL;814;Gastronomie
2022;3;Caterer;REAL;891;Gastronomie
2022;4;Caterer;REAL;904;Gastronomie
2022;5;Caterer;REAL;999;Gastronomie
2022;6;Caterer;REAL;972;Gastronomie
2022;7;Caterer;REAL;905;Gastronomie
2022;8;Caterer;REAL;87;Gastronomie
2022;9;Caterer;REAL;1006;Gastronomie
2022;10;Caterer;REAL;0;Gastronomie
2022;11;Caterer;REAL;0;Gastronomie
2022;12;Caterer;REAL;0;Gastronomie
2022;1;Bars;REAL;387;Gastronomie
2022;2;Bars;REAL;423;Gastronomie
2022;3;Bars;REAL;582;Gastronomie
2022;4;Bars;REAL;695;Gastronomie
2022;5;Bars;REAL;825;Gastronomie
2022;6;Bars;REAL;834;Gastronomie
2022;7;Bars;REAL;841;Gastronomie
2022;8;Bars;REAL;829;Gastronomie
2022;9;Bars;REAL;752;Gastronomie
2022;10;Bars;REAL;0;Gastronomie
2022;11;Bars;REAL;0;Gastronomie
2022;12;Bars;REAL;0;Gastronomie
